recipe_name;recipe_url;recipe_image;ingredients;raw_ingredients;instructions
Carrot Cake Snack Bites;http://www.foodista.com/recipe/Z4DBX47V/carrot-cake-snack-bites;https://spoonacular.com/recipeImages/Carrot-Cake-Snack-Bites-637187.jpg;1/8 cup chopped almonds (enough for 5 balls),1/2 cup sliced peeled carrots,1 tsp cinnamon,1/2 teaspoon ground ginger,3/4 cup medjool dates (about 10 large dates),1/8 cup toasted sesame seeds (enough for 6 bites),1/2 cup sunflower seeds,1/8 cup unsweetened coconut,1/2 cup walnuts, chopped;almonds,carrots,cinnamon,ground ginger,medjool dates,sesame seeds,sunflower seeds,unsweetened coconut,walnuts;<ol><li>In a food processor, blend all the snack bite ingredients together.</li><li>Scoop out tablespoons full of the batter and roll it into a ball.</li><li>Roll the balls in sesame seeds, coconut, or chopped almonds for additional crunch. Use the listed optional ingredients to determine the amount of sesame seeds, coconut, or almonds you need.</li><li>Store refrigerated.</li></ol>
Moroccan Couscous and Chickpea Salad;http://www.foodista.com/recipe/CCZR4V77/moroccan-couscous-and-chickpea-salad;https://spoonacular.com/recipeImages/Moroccan-Couscous-and-Chickpea-Salad-652423.jpg;1 teaspoon black pepper,15 ounce can of chickpeas (garbanzo beans), rinsed and strained,1/4 teaspoon cayenne,1/4 teaspoon cinnamon,1 1/2 cups couscous,3 chopped green onions or scallions,1/4 teaspoon ground ginger,1/4 teaspoon ground nutmeg,1 lemon,Olive oil,1 cup chopped parsley,1 cup shelled and unsalted pistachio nuts,1 small red pepper, diced,Salt to taste,1/2 teaspoon turmeric,1 1/2 cups vegetable broth;black pepper,canned chickpeas,cayenne,cinnamon,couscous,green onions,ground ginger,ground nutmeg,lemon,olive oil,parsley,pistachio nuts,red bell pepper,salt,turmeric,vegetable broth;<ol><li>Heat broth and a teaspoon of salt and bring to a boil.</li><li>Place couscous in a bowl and add broth.  Cover bowl to let couscous absorb liquid.</li><li>After  5 minutes, remove cover and fluff couscous with a fork.</li><li>In a large bowl, add the chickpeas, pistachios, red peppers, green onions and parsley and mix well.</li><li>Add the zest and juice of the lemon and mix again.</li><li>Add the spice mixture over the couscous and mix well. Taste, and add salt if needed.</li><li>Let the salad marinate for an hour or so before serving.</li></ol>
Asian Salmon Burgers With Tangy Ginger Lime Sauce;http://www.foodista.com/recipe/FRT38YTC/asian-salmon-burgers-with-tangy-ginger-lime-sauce;https://spoonacular.com/recipeImages/Asian-Salmon-Burgers-With-Tangy-Ginger-Lime-Sauce-632874.jpg;4 burger buns,1 tablespoon Fresh Basil, Chopped (about 5 leaves worth),1 clove Garlic,1 Green Onion, Chopped,1/4 Lime, Juiced,1/4 cup Mayonnaise,1 teaspoon Oyster Sauce,1/2 teaspoon Powdered Ginger,1 pound Salmon,5 1/2 tablespoons Sesame Oil,2 tablespoons Sour Cream,1 tablespoon Soy Sauce;burger buns,fresh basil,garlic,green onion,juice of lime,mayonnaise,oyster sauce,powdered ginger,salmon,sesame oil,sour cream,soy sauce;<ol><li>Cut the salmon into large hunks and run it through a food processor until no large pieces remain.</li><li>Add to the salmon the soy sauce, garlic, ginger, oyster sauce, green onion, and basil.</li><li>Combine ingredients well and form 4 large patties from mixture.</li><li>Heat up the sesame oil in a large frying pan on medium high heat and add in the patties. Cook for about 10 minutes flipping once half way through.</li><li>To make the sauce, add together all the above listed ingredients and stir to combine.</li><li>Pour a spoonful of sauce over the top of the finished salmon burger and serve inside a toasted bun.</li></ol>
Flank Steak with Mushroom Sauce;http://www.foodista.com/recipe/F4D23G25/flank-steak-with-mushroom-sauce;https://spoonacular.com/recipeImages/Flank-Steak-with-Mushroom-Sauce-631750.jpg;2 packets Swanson Flavor Concentrated Beef Broth,2 tablespoons butter,1 flank steak,1 tablespoon chopped fresh rosemary leaves,4 cloves garlic, minced,8 ounces mushrooms, sliced (about 3 cups),2 tablespoons olive oil,1 shallot, diced,1/4 cup water;beef broth,butter,flank steak,fresh rosemary leaves,garlic,mushrooms,olive oil,shallot,water;<ol><li>Heat 1 tablespoon oil in a 10-inch skillet over medium heat.  Add the beef and cook until well browned on both sides and until desired doneness, about 10 minutes for medium-rare.  Remove the beef from the skillet.</li><li>Heat 1 tablespoon butter and the remaining oil in the skillet.  Add the mushrooms and cook for 5 minutes or until tender, stirring occasionally.  Add the shallot, garlic and rosemary and cook and stir for 30 seconds.   Stir in the concentrated broth, water and remaining butter and cook until the butter is melted.</li><li>Cut the beef diagonally against the grain into thin slices.  Serve the mushroom mixture with the beef.</li></ol>
Dulce De Leche Brownies;http://www.foodista.com/recipe/CCFXB5VM/dulce-de-leche-brownies;https://spoonacular.com/recipeImages/Dulce-De-Leche-Brownies-641726.jpg;1/4 teaspoon baking soda,1/2 cup butter, cut into cubes,dulce de leche,3 eggs,1 1/4 cups flour,1 tablespoon instant espresso powder,1 1/4 cups semisweet chocolate chip,1/2 cup sugar,1 tablespoon vanilla extract;baking soda,butter,dulce de leche,eggs,flour,instant espresso powder,semisweet chocolate,sugar,vanilla extract;<ol><li>Preheat the oven to 350 degrees.</li><li>Grease a 13X9 baking dish.</li><li>In a saucepan melt butter and 1 cup semi-sweet chocolate, stirring constantly over very low heat until the chocolate is melted. Stir in eggs one at a time, then stir in the sugar, vanilla, espresso powder, baking soda, and flour.</li><li>Stir in remaining chocolate chips.</li><li>Pour the batter into baking dish.</li><li>Use a knife or spatula to swirl the Dulce de Leche creating a marbled effect.</li><li>Bake for 35 to 45 minutes. The brownies center will be slightly firm when they are done. Remove from the oven and allow cool completely.</li></ol>
Easy To Make Spring Rolls;http://www.foodista.com/recipe/B5HHJWNP/easy-to-make-spring-rolls;https://spoonacular.com/recipeImages/Easy-To-Make-Spring-Rolls-642129.jpg;1/2 cup Thai basil or you can use regular basil,small head of Boston lettuce, roughly chopped,small chili pepper, finely chopped,1/4 cup fish sauce,1/2 cup coriander (cilantro) leaves,1 clove garlic,2 tablespoons fresh lime juice,1/2 cup mint leaves,red bell pepper, thinly sliced,1/4 cup rice vinegar,8 large cooked shrimp, slice in half lengthways,8 large (8-inch) spring roll wrappers,1 tablespoon sugar,1/4 cup water,Nuoc Cham (dipping sauce);basil,boston lettuce,chili pepper,fish sauce,fresh coriander leaves,garlic,lime juice,mint leaves,red bell pepper,rice vinegar,shrimp,spring roll wrappers,sugar,water,nuoc cham;<ol><li>Have all the ingredients ready for assembly. In a large bowl filled with water, dip a wrapper in the water. The rice wrapper will begin to soften and this is your cue to remove it from the water and lay it flat. Place 2 shrimp halves in a row across the center and top with basil, mint, cilantro and lettuce. Leave about 1 to 2 inches uncovered on each side.  Fold uncovered sides inward, then tightly roll the wrapper, beginning at the end with the lettuce.  Repeat with remaining wrappers and ingredients. Cut and serve at room temperature with dipping sauce.</li><li>The Culinary Chases Note: The rice wrapper can be fussy to handle if you let it soak too long. I usually give it a couple of swishes in the water and then remove. It may feel slightly stiff but by the time you are ready to roll up, the wrapper will become very pliable.  A typical spring roll contains cooked rice vermicelli, slivers of cooked pork and julienned carrots but you can use whatever suits your fancy.  Enjoy!</li></ol>
Oreo Cookies & Cream No-Bake Cheesecake;http://www.foodista.com/recipe/WWFJTZ7N/oreo-cookies-cream-no-bake-cheesecake;https://spoonacular.com/recipeImages/oreo-cookies-cream-no-bake-cheesecake-654028.jpg;1 pound cream cheese, softened,2 cups heavy cream,2 tablespoons lemon juice,3/4 cup Oreo Cookies, crushed,1/2 teaspoon salt,2/3 cup sugar,2 teaspoons vanilla powder;cream cheese,heavy cream,lemon juice,oreo cookies,salt,sugar,vanilla powder;<ol><li>Beat heavy cream until medium peaks form. Set aside.</li><li>Add cream cheese, sugar, salt, vanilla powder, lemon juice to a bowl and beat with a paddle attachment until smooth (approximately 3-5 mins). If you do not have a stand mixer or a paddle attachment a hand beater will work as well, but will take twice as long to achieve a smooth consistency.</li><li>Add cream cheese mixture to heavy cream and beat until incorporated.</li><li>Gently fold in crushed Oreo cookies.</li><li>Fill chosen pan with a slight mound at the center, as the cheesecake will become slightly sunken at the center.</li><li>Refrigerate for at least 6 hours to set or overnight for best results.</li><li>Remove from refrigerator and smooth top to level with edges. Serve with whipping cream and garnish with mini Oreos.</li></ol>
Sweet Potato Casserole Gourmet & Holiday Baking;http://www.pinkwhen.com/sweet-potato-casserole-gourmet-holiday-baking/;https://spoonacular.com/recipeImages/sweet-potato-casserole-gourmet-holiday-baking-715380.jpg;1/4 cup Land O\\' Lakes unsalted butter (softened),2 eggs,1/2 tsp ground cinnamon,2 tbsp heavy cream,1 cup sugared pecans (make these the day before),1/4 tsp salt,2 large cans of Sweet Potatoes (Yams) -or- 5 large cooked and peeled sweet potatoes,1 tsp vanilla extract,1/2 cup white sugar;butter,eggs,ground cinnamon,heavy cream,pecans,salt,potatoes,vanilla extract,white sugar;Step 3: Take your sweet potato mixture and place in a prepared 9 x 13 glass baking dish. Cover the top with finely chopped sugar pecans. Bake for 30 minutes or until the topping is lightly browned.Serve warm as a side dish, or add some vanilla ice cream to the side and serve as a dessert. 
Green Bean Poriyal;http://foodandspice.blogspot.com/2016/07/green-bean-poriyal.html;https://spoonacular.com/recipeImages/green-bean-poriyal-795431.jpg;1/2 teaspoon asafetida,1 teaspoon brown mustard seeds,2 teaspoons coconut oil,1 teaspoon cumin seeds,small handful of dried curry leaves, crushed,1 teaspoon toor dal or chana dal, rinsed,1 fresh red chili, finely chopped (don\'t remove the seeds),1/2 teaspoon sea salt, or to taste,2 tablespoons tamarind pulp,4 tablespoons dried unsweetened shredded coconut,1 teaspoon split skinned urad dal, rinsed;asafetida,brown mustard seeds,coconut oil,cumin seeds,curry leaves,dal,red chili,sea salt,tamarind pulp,unsweetened shredded coconut,urad dal;Soak the tamarind pulp in 2/3 cup boiling water for 40 minutes. Strain the tamarind into a small bowl, pressing down on the pulp to squeeze as much liquid as you can. Set the drained tamarind liquid aside.In a large frying pan or wok, heat the oil over medium heat until hot. Add the mustard seeds and cumin seeds to the pan and cook for a few minutes. Now add the urad and toor or chana dals, chilli, asafetida and curry leaves. Fry for another few minutes until the mustard seeds turn grey and begin to splutter and pop.Now add the green beans, about 3 tablespoons of the tamarind water, and salt. Reduce the heat to medium-low and cover. Cook until the beans are tender, about 5 to 7 minutes. Stir in the coconut and cook for another few minutes.Remove from heat and taste for seasoning. Serve warm alongside some fresh cooked white rice and your favorite dal dishes.
Christmas Candy Delight & Free Printable;http://www.pinkwhen.com/christmas-candy-delight-free-printable/;https://spoonacular.com/recipeImages/christmas-candy-delight-free-printable-715534.jpg;Cookie Mold,Rainbow Sprinkles,Vanilla Candy Wafers;cookie,sprinkles,vanilla wafers;Melt your candies in the microwave in 30 second intervals and stirring after every 30 seconds. Do this a few times until the candies are fully melted.Once your candy is melted, add in your rainbow sprinkles and then stir well.Pour your mixture into the cookie tray and once filled, place in the refrigerator for 15 minutes to cool.Once cool, turn over onto a waxed paper sheet.I grabbed a few plastic baggies added a twist tie to keep them closed. Then I added a ribbon with the printable tag for gifting. Simple. Easy. And I did several batches of these in under an hour.
Crispy Italian Cauliflower Poppers Appetizer;http://www.foodista.com/recipe/ZVNRZZ82/crispy-italian-cauliflower-poppers-with-marinara;https://spoonacular.com/recipeImages/Crispy-Italian-Cauliflower-Poppers-with-Marinara-640819.jpg;14.5 oz. can diced tomatoes,1 head of cauliflower, cut into bite-sized pieces (no larger that 1-inch),2 eggs, well beaten,1 cup All-purpose flour,3-4 T. chopped fresh basil,1 teaspoon minced garlic,3/4 t. garlic powder,1/8 t. fresh ground black pepper,2 tablespoons Olive oil,2 c. panko bread crumbs,3/4 c. fresh grated Parmesan cheese,pinch of crushed red pepper flakes,Salt to taste,1 T. water;canned tomatoes,cauliflower,eggs,flour,fresh basil,garlic,garlic powder,ground pepper,olive oil,panko bread crumbs,parmesan cheese,red pepper flakes,salt,water;<ol><li>Preheat oven to 400 f. Brush a large baking sheet with a tablespoon of the olive oil. In a large, shallow dish combine the breadcrumbs, Parmesan, garlic powder, salt, pepper and 2 tablespoons of the olive oil. Toss well with a fork until the oil is completely dispersed into the bread crumbs. Combine the eggs with 1 tablespoon of water in a medium bowl. Place the flour in a large resealable bag.</li><li>Add half of the cauliflower florets to the bag with the flour, seal and shake to coat well. Remove the cauliflower to a fine mesh strainer and shake to remove excess flour. Place the floured cauliflower on a plate. Repeat with the remaining cauliflower.</li><li>Working with a few pieces at a time. Add to the beaten egg. Using a fork, turn and toss the florets in the egg to completely coat. Transfer to the breadcrumb mixture and coat, pressing the crumbs into the florets, the help them adhere. Place on the oiled baking sheet, making sure you leave a little space between each florets so they crisp up really well. Repeat this step with the rest of the cauliflower. Spray the tops of the breaded florets lightly with cooking spray. Bake the cauliflower for 20 minutes, Flip the pieces over and continue baking for about 15 more minutes, until the cauliflower is crunchy on the outside and tender on the inside.</li><li>While the cauliflower is baking, prepare the marinara. Pulse the undrained tomatoes in a food processor a few times until mostly broken down. Heat 1 tablespoon of the oil with the garlic and pepper flakes in a medium saucepan over medium heat until just sizzling. Add the tomatoes and simmer for about 10 minutes until the marinara thickens slightly and the flavors develop. Add 2 tablespoons of the fresh basil, season with salt and pepper if needed.</li><li>When the cauliflower is done baking, transfer to a serving dish and sprinkle with the remaining basil. Serve with the marinara.</li></ol>
